date,temp_max,temp_min,rainfall
2024-03-17,33.6,20.7,0.0
2024-03-18,34.4,19.6,0.0
2024-03-19,33.8,20.6,0.0
2024-03-20,34.0,20.2,0.0
2024-03-21,31.3,19.5,0.4
2024-03-22,32.9,18.8,0.0
2024-03-23,33.4,19.2,0.0
2024-03-24,34.3,20.4,0.0
2024-03-25,35.2,20.1,0.0
2024-03-26,34.5,20.5,0.0
2024-03-27,34.2,18.8,0.0
2024-03-28,34.9,19.1,0.0
2024-03-29,35.9,20.8,0.0
2024-03-30,35.2,19.8,0.0
2024-03-31,34.3,20.0,0.0
2024-04-01,34.9,19.7,0.0
2024-04-02,35.8,21.6,0.0
2024-04-03,36.1,20.4,0.0
2024-04-04,36.0,20.8,0.0
2024-04-05,36.7,22.0,0.0
2024-04-06,37.0,22.4,0.0
2024-04-07,36.4,22.6,0.0
2024-04-08,36.4,22.3,0.0
2024-04-09,34.6,21.2,0.0
2024-04-10,34.7,20.1,0.0
2024-04-11,35.2,20.4,0.0
2024-04-12,33.9,20.5,0.0
2024-04-13,35.4,20.3,0.0
2024-04-14,34.9,21.1,0.0
2024-04-15,34.9,20.5,0.0
2024-04-16,35.7,20.2,0.0
2024-04-17,36.7,22.5,0.0
2024-04-18,36.7,23.5,0.0
2024-04-19,37.3,23.5,0.0
2024-04-20,35.2,22.5,0.1
2024-04-21,36.1,22.4,0.0
2024-04-22,36.8,22.8,0.0
2024-04-23,36.5,22.4,0.0
2024-04-24,36.2,21.5,0.0
2024-04-25,37.7,21.7,0.0
2024-04-26,36.6,21.7,0.0
2024-04-27,37.0,20.5,0.0
2024-04-28,38.1,22.5,0.0
2024-04-29,37.4,22.8,0.0
2024-04-30,38.0,23.0,0.0
2024-05-01,37.7,23.4,0.0
2024-05-02,37.5,24.6,0.0
2024-05-03,37.1,25.8,0.1
2024-05-04,37.8,23.6,0.0
2024-05-05,37.9,23.6,0.0
2024-05-06,38.4,23.3,0.1
2024-05-07,35.9,23.5,4.0
2024-05-08,32.5,20.4,16.8
2024-05-09,32.2,22.0,1.4
2024-05-10,32.0,21.9,0.5
2024-05-11,33.8,21.8,0.0
2024-05-12,33.0,20.6,15.7
2024-05-13,31.2,19.9,5.7
2024-05-14,30.5,21.4,3.2
2024-05-15,31.7,19.9,1.6
